nft_collection_name,nft_type,verified,tradeport_url,supply,floor,volume,cover_url,description,discord,twitter,website
Dare Dragon Egg,0x34db0e1c931a35abf2cf30d28b4dbf97ea4a98e199a8bc228d1e095bfdc688da,True,https://www.tradeport.xyz/sui/collection/0x34db0e1c931a35abf2cf30d28b4dbf97ea4a98e199a8bc228d1e095bfdc688da,510,1500000000,0,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABLAAAASwBAMAAAAZD678AAAAGFBMVEVZqP+h/1kAAADLpAbmuADYrgbxwQP3xgDm7kQLAAALZElEQVR4nO3d0XFTMRRFUVqgBVpIC7SQFmiB9vnnjmbQ+G47CWsVYD3r7H99+wYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJH48wav/Iy8gLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLB5xHP3tCRT3dQmLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLhLBICIuEsEgIi4SwSAiLR9z3877n+zXFfRbCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLC4hHHQe63PWby89r94Yr7YIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFQlgkhEVCWCSERUJYJIRFYjGsYya/rgnr0xMWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWj1js5+iYye9ri8W9nShug7CElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElVgM6/6F3sWwjoe/nwgrJSxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhPeJ4WcfrPQ6y2M99vEeKew1hCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSvx0rAW+7knrJSwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJU43sniUsL6DwlLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWInFsI6DHCfcr2Xjc+9/SliTsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsIT1XIvFHcN6xpu+i1XrZ4OwBmFtENYgrA3CGoS1QViDsDYIaxDWBmENwtogrEFYG4Q1CGuDsAZhbRDWIKwNwhqEtUFYg7A2CGsQ1gZhDcLaIKxBWBuENQhrg7AGYW0Q1iCsDcIahLVBWIOwNghrENYGYQ3C2iCsQVgbhDUIa4OwBmFtENYgrA3CGoS1QViDsDYIaxDWBmENwtogrEFYG4Q1CGuDsAZhbRDWIKwNwhqEtUFYg7A2CGsQ1gZhDcLaIKxBWBuENQhrg7AGYW0Q1iCsDcIahLVBWIOwNghrENYGYQ3C2iCsQVgbhDUIa4OwBmFtWAzr/k3fRV7o/WCEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJayEsISVEJawEsISVkJYwkoIS1gJYQkrISxhJYQlrISwhJUQlrASwhJWQljCSghLWAlhCSshLGElhCWshLCElRCWsBLCElZCWMJKCEtYCWEJKyEsYSWEJaznOl7v27Xj6IuOh+vngxEWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWz3UcZDHFe/df9ep75C/CIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLCIiEsEsIiISwSwiIhLBLC4oO4H10m/ANhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhkRAWCWGREBYJYZEQFglhAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA8FX8AeilRRXAmbxJAAAAAElFTkSuQmCC",999 rare Dare Dragon eggs - Let the Egg Hunt begin!,,,
Plum room,0xb62a97ba44711af24f9d3e629c5c71888d93be325e74916815767712ab03c177,True,https://www.tradeport.xyz/sui/collection/0xb62a97ba44711af24f9d3e629c5c71888d93be325e74916815767712ab03c177,34,56000000000,0,https://byzantion.mypinata.cloud/ipfs/QmQkyC8hmkHNz54PPc6t9ygMG39RRKx3Pq3eHN2AMAzcd7,Plum room,,,
SUI Moonlit ,0xbf513df5b2893d87ad37b3097507a5efaa19f44d8b94af03c1174c140a4c57c9,True,https://www.tradeport.xyz/sui/collection/0xbf513df5b2893d87ad37b3097507a5efaa19f44d8b94af03c1174c140a4c57c9,1,20000000000,0,ipfs://QmdNMckkx5agbY3Qc24wp7o7TFrZjLPubTxiWUN3tdwVUK,"A powerful, stylized eagle soars above a colossal ocean wave, its wings outstretched against a dramatic backdrop of a setting sun. The bird's sharp beak and piercing eyes suggest its predatory nature, while the swirling waves and dark, ominous clouds create a sense of impending danger. The overall composition evokes a feeling of both awe and fear, capturing the raw power of nature.",,,
Rootlets,0x8f74a7d632191e29956df3843404f22d27bd84d92cca1b1abde621d033098769::rootlet::Rootlet,True,https://www.tradeport.xyz/sui/collection/0x8f74a7d632191e29956df3843404f22d27bd84d92cca1b1abde621d033098769::rootlet::Rootlet,3333,166000000000,503319122816221,ipfs://QmWFurw6xktFkSvKRLWwoNHtPcUBGJDpimECYiz3PJXqMn,Rootlets,,,
Gommies,0x1c3de8ab70e98fadd2c46b98bd617908c41ae0d13f11d6fec158153d0e127279,True,https://www.tradeport.xyz/sui/collection/0x1c3de8ab70e98fadd2c46b98bd617908c41ae0d13f11d6fec158153d0e127279,7424,6959990000,571989296007262,https://byzantion.mypinata.cloud/ipfs/Qmb2ga6AaQt8R7yu6mhaynjLt6sSB57ASemjfP2apgZukM/936.png,Gommies is more than just an NFT project. It's a movement that is redefining the way we think about digital collectibles.,,https://twitter.com/GommiesNFT,
Wave Genesis NFT,0xb32dc6b71d2c13bb220957d0664b20b9b822c1deb48c930e6d112de9303f946a,True,https://www.tradeport.xyz/sui/collection/0xb32dc6b71d2c13bb220957d0664b20b9b822c1deb48c930e6d112de9303f946a,927,3700000000,4734582980970,https://file-walletapp.waveonsui.com/images/nfts/genesis.png,The Wave Genesis NFT provides access to future Launchpad events on WavePad. It facilitates whitelisting and maximizes allocation for upcoming rounds,,,
Wizard Land,0x81163458f159e8d0061463d4a0690eeaeb58c2cd411d9e2f21d049af84a39cfe,True,https://www.tradeport.xyz/sui/collection/0x81163458f159e8d0061463d4a0690eeaeb58c2cd411d9e2f21d049af84a39cfe,2222,960000000,108257923510481,https://byzantion.mypinata.cloud/ipfs/bafybeidw7fd5mrphyocxfwh574pjsgbdsbd3q5vr5pc2heeog3v6rkuphi/22.png,Expanding The Magic Land,https://discord.gg/wizardlandsui,https://twitter.com/WizardLandSui,https://wizardlandsui.com/
Puke,0xd165ad22632810162677734f8d09f48194098dbbcdcfc1435bbfeefa5af77166,True,https://www.tradeport.xyz/sui/collection/0xd165ad22632810162677734f8d09f48194098dbbcdcfc1435bbfeefa5af77166,4740,839990000,18872437087674,https://ipfs.bluemove.net/uploads/puke-2-earn-ape-club/images/1128.png,"The Puke 2 Earn Ape Club is a collection of 10,000 unique Puking Ape NFTs - unique digital collectibles living on the Sui Blockchain. Each NFT will give you the opportunity to start playing Puke 2 Earn game on Sui.",,https://twitter.com/OmniBase_xyz/status/1671804958759596032,https://omnibase.xyz/
Present,0x58f6df360e1d410fc23a66313bd460171011c093d4b1c907c74fd329ed4ce28c,True,https://www.tradeport.xyz/sui/collection/0x58f6df360e1d410fc23a66313bd460171011c093d4b1c907c74fd329ed4ce28c,9871,550000000,24983307124305,https://fe-assets.mystenlabs.com/quests/winter-giftbox-nft.svg,A fun little present for the winter season.,,,
Probably Nothing: Wif Tie,0xa6df2d9fdfd6dfd122de2ca31dfb8184f67a148112ee5aba9efe3aabae704fbb,True,https://www.tradeport.xyz/sui/collection/0xa6df2d9fdfd6dfd122de2ca31dfb8184f67a148112ee5aba9efe3aabae704fbb,1518,1700000000,3518652185030,ipfs://QmaxBsQa5eUj2R6mbC4sbGuLCaNG5dxUd1Fr893VwtyQZH,The second masterpiece in artist Hawkeye's debut collection.,,,
OWLS,0x12f9712cc5e63b74b400d93e0551c157290e96cd45744f9e7c50d3e3a159ca42,True,https://www.tradeport.xyz/sui/collection/0x12f9712cc5e63b74b400d93e0551c157290e96cd45744f9e7c50d3e3a159ca42,3333,1799999000,98633042174280,https://byzantion.mypinata.cloud/ipfs/bafybeifypbtu5chfzo2ysrpdlu7plcgvrw5k3l6fxt6khghyashfyrjgxy/3333.png,A flock of a special species of owls with exceptional genius in crafting tools to advance and aid new civilizations emerged on the surface.,,,
KFK Warriors Vol.1,0xf52cb2dcb50216fa58dbd5c1f05a9b5bd1749f244755efbf3e023ae42ce7971a,True,https://www.tradeport.xyz/sui/collection/0xf52cb2dcb50216fa58dbd5c1f05a9b5bd1749f244755efbf3e023ae42ce7971a,382,700000000,785145467000,ipfs://QmemuFnyaSVS6Mh11Qf2CY6uTW8JKviF6coh6mTeGuzhJc,Unleash the $KFK Kung Fu Warriors NFTs—unique digital warriors with rare traits and in-game utility,,,
